Marital Status_1;Marital Status_2;Marital Status_3;Marital Status_4;Marital Status_5;Marital Status_6;Application mode_1;Application mode_2;Application mode_5;Application mode_7;Application mode_10;Application mode_15;Application mode_16;Application mode_17;Application mode_18;Application mode_26;Application mode_27;Application mode_39;Application mode_42;Application mode_43;Application mode_44;Application mode_51;Application mode_53;Application mode_57;Application order;Course_33;Course_8014;Course_9003;Course_9070;Course_9085;Course_9119;Course_9130;Course_9147;Course_9238;Course_9254;Course_9500;Course_9556;Course_9670;Course_9773;Course_9853;Course_9991;Daytime/evening attendance_0;Daytime/evening attendance_1;Previous qualification Group;Previous qualification (grade);Nationality Group;Mother's qualification Group;Father's qualification Group;Mother's occupation Group;Father's occupation Group;Admission grade;Displaced_0;Displaced_1;Educational special needs_0;Educational special needs_1;Debtor_0;Debtor_1;Tuition fees up to date_0;Tuition fees up to date_1;Gender_0;Gender_1;Scholarship holder_0;Scholarship holder_1;Age at enrollment;International_0;International_1;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 1st sem (Approved/Enrolled);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Curricular units 2nd sem (Approved/Enrolled);Unemployment rate;Inflation rate;GDP;Target
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5672244376770509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.22816762838921406;-0.4518765506145091;-0.1214770475671133;-2.040363479611805;-2.454055724143672;-1.8819963263242783;-2.1411158556570014;-0.3874955722066951;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;-0.7123470409742945;1.0;0.0;-0.2960726929530288;-0.25873930235212805;-2.075209799194179;-1.5782621739277611;-2.3005628744734303;-0.19510038549371417;0.0;-0.28091724791551126;-0.2913716860565315;-2.1773546792196057;-1.526458995479407;-1.9774569053951099;-0.1953286328602169;0.0;1.434202989693484;1.1219650049978391;-1.8013241907589215;0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5672244376770509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.22816762838921406;-0.9118375689086411;-0.1214770475671133;-0.7189119495686185;-2.454055724143672;-1.330463223547365;0.20465764034437006;-0.9730462407474775;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;-0.7123470409742945;1.0;0.0;-0.2960726929530288;-0.25873930235212805;-0.335148960638788;0.34860837207156675;0.15785321193241955;-0.19510038549371417;1.0;-0.28091724791551126;-0.2913716860565315;1.0774253707326025;0.11800913984182976;-0.035567526525197644;-0.1953286328602169;0.8333333333333334;0.28293763703048147;-0.5395705552515441;0.8084346422739058;1
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1618012913577243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.22816762838921406;0.3913853162580661;-0.1214770475671133;0.602539580474568;0.4972550548264857;0.8756691875602887;-0.3817857336559728;-0.1504869682735221;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;-0.7123470409742945;1.0;0.0;-0.2960726929530288;0.6528191628576766;-0.0865688408451607;0.6697534630714548;0.5261139056139292;-0.19510038549371417;0.875;-0.28091724791551126;0.8183849227907989;-0.00750131258480024;0.7757963939703245;0.5763724029750313;-0.1953286328602169;0.875;0.39435041309464264;1.7721310937910764;-0.7484984051251654;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;-0.5672244376770509;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-1.5330813682780895;0.5447056556894434;-0.1214770475671133;-0.7189119495686185;0.4972550548264857;-0.7789301207704515;-0.9682291076563156;0.9090809081336073;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.17570919234920052;1.0;0.0;0.5236832367547023;0.19703993025277428;0.1620112789484666;0.34860837207156675;0.3485058869631293;-0.19510038549371417;0.8571428571428571;2.278633804046773;1.373263227214464;0.26373035824455043;1.433583648098819;0.41288623066127;-0.1953286328602169;1.0;1.694166133843194;-0.6840519083167078;-0.4005305607207886;1
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5672244376770509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.22816762838921406;2.46120989858166;-0.1214770475671133;0.602539580474568;0.4972550548264857;0.8756691875602887;0.20465764034437006;1.7734652283604764;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;-0.7123470409742945;1.0;0.0;-0.2960726929530288;-0.25873930235212805;-0.0865688408451607;0.34860837207156675;0.9656184965325757;-0.19510038549371417;1.0;-0.28091724791551126;-0.2913716860565315;-0.2787329834141509;0.4469027669060771;0.7422761190481382;-0.1953286328602169;1.0;1.694166133843194;-0.6840519083167078;-0.4005305607207886;1
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17858070812990415;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.22816762838921406;-0.8351773991929524;-0.1214770475671133;0.602539580474568;0.4972550548264857;0.8756691875602887;0.20465764034437006;0.023784064030282062;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;-0.5854818647852238;1.0;0.0;-0.2960726929530288;-0.25873930235212805;-0.0865688408451607;-0.29368180992820914;0.07005263674060626;-0.19510038549371417;0.6666666666666666;-0.28091724791551126;-0.2913716860565315;-0.5499646542435016;0.4469027669060771;0.30711883445184585;-0.1953286328602169;1.0;-0.31126383531171326;0.1105955335416928;0.7861290112223432;1
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5672244376770509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.22816762838921406;-1.2951384174870844;-0.1214770475671133;0.602539580474568;0.4972550548264857;0.32413608478337524;1.3775443883450558;-1.1264047491748252;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;-0.5854818647852238;1.0;0.0;-0.2960726929530288;-0.25873930235212805;-2.075209799194179;-1.5782621739277611;-2.3005628744734303;-0.19510038549371417;0.0;-0.28091724791551126;-0.2913716860565315;-2.1773546792196057;-1.526458995479407;-1.9774569053951099;-0.1953286328602169;0.0;1.694166133843194;-0.6840519083167078;-0.4005305607207886;0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9243858539368592;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.22816762838921406;-0.5285367203301977;-0.1214770475671133;0.602539580474568;0.4972550548264857;1.4272022903372021;1.3775443883450558;0.6651014629082815;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;-0.7123470409742945;1.0;0.0;-0.2960726929530288;-0.7145185349570304;-0.335148960638788;-0.6148269009280971;0.22809367082154203;-0.19510038549371417;0.6;-0.28091724791551126;-0.8462499904801968;-0.2787329834141509;-0.2108844872224176;0.5450954740192371;1.0796430609637166;0.8;-1.4996667799961034;0.9774836519326755;0.1526490893579646;1
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5672244376770509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.22816762838921406;-0.9118375689086411;-0.1214770475671133;-0.7189119495686185;0.4972550548264857;-0.7789301207704515;0.7911010143447129;-0.8754544626573467;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;-0.7123470409742945;1.0;0.0;-0.2960726929530288;-0.25873930235212805;-0.5837290804324153;0.34860837207156675;0.3685745907070006;-0.19510038549371417;1.0;-0.28091724791551126;-0.2913716860565315;-0.5499646542435016;0.4469027669060771;0.465769926862169;-0.1953286328602169;1.0;-0.19985105924755212;-0.4673298787189622;0.9110405451110939;1
0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5672244376770509;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.22816762838921406;-0.22189604146744313;-0.1214770475671133;1.9239911105177545;1.9729104443115646;1.4272022903372021;1.3775443883450558;-0.8475710974887387;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2.5861475399415443;1.0;0.0;-0.2960726929530288;-0.25873930235212805;0.1620112789484666;0.34860837207156675;0.05249252254512903;-0.19510038549371417;1.0;0.2309929624769456;-0.2913716860565315;1.8911203832206547;-0.8686717413509123;0.11673752279793287;1.0796430609637166;0.3333333333333333;-1.4996667799961034;0.9774836519326755;0.1526490893579646;1
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5672244376770509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.22816762838921406;0.008084467679622842;-0.1214770475671133;0.602539580474568;-0.9784003346585932;0.8756691875602887;0.7911010143447129;0.7138973519533459;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;-0.45861668859615307;1.0;0.0;-0.2960726929530288;-0.25873930235212805;-0.5837290804324153;-1.5782621739277611;-2.3005628744734303;-0.19510038549371417;0.0;-0.28091724791551126;-0.2913716860565315;1.0774253707326025;-1.526458995479407;-1.9774569053951099;-0.1953286328602169;0.0;-0.31126383531171326;0.1105955335416928;0.7861290112223432;0
