Marital Status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification Group;Previous qualification (grade);Nationality Group;Mother's qualification Group;Father's qualification Group;Mother's occupation Group;Father's occupation Group;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 1st sem (Approved/Enrolled);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Curricular units 2nd sem (Approved/Enrolled);Unemployment rate;Inflation rate;GDP;Target
1;1;-1.7316968666316976;9773;1;-3.0781385481239893;-10.173031603363002;-0.4478770895114957;-2.8519141796797496;-1.5940928228489972;-1.65563125162115;-1.954178909329264;-8.913340845218741;1;0;0;1;0;1;-3.091808345807256;0;-0.4236151106854453;-3.2399677443300408;-2.0639102796176805;-1.7500655151197644;-2.3509285152771446;-0.4943525490553087;-2.606384111277156;-0.4303917461617935;-3.8827037599115646;-2.0368285542311204;-1.7799333707746974;-2.1616667107190715;-0.4688016815309918;-3.2600222194662227;-4.643998283479154;-1.94628163488556;-0.5993515748440206;Enrolled
1;17;-1.7316968666316976;9070;1;-3.0781385481239893;-10.173031603363002;-0.4478770895114957;-2.8519141796797496;-3.701197167947771;-2.573935966112086;-2.6321991933546456;-8.871881781443923;1;0;0;1;1;0;-3.1085926621448308;0;-0.4236151106854453;-3.2399677443300408;-2.3985908068055526;-1.6337726182640795;-2.483439524200494;-0.4943525490553087;-1.1971415509359995;-0.4303917461617935;-3.8827037599115646;-2.346663410845464;-2.02209115594086;-2.2035098930301973;-0.4688016815309918;-5.740838468601037;-4.447532520937188;-0.7997562391364795;0.3512909567534956;Enrolled
1;43;-1.7316968666316976;9070;1;-3.0781385481239893;-10.237595626071336;-0.4478770895114957;-2.8519141796797496;-3.701197167947771;-2.573935966112086;-2.971209335367337;-8.917782887766045;0;0;0;1;1;0;-3.024671080456953;0;-0.4236151106854453;-3.2399677443300408;-2.3985908068055526;-2.215237102542503;-3.0644493325567166;-0.4943525490553087;-8.243354352641777;-0.4303917461617935;-3.8827037599115646;-2.501580839152634;-2.143170048523941;-2.6219417161414573;-0.4688016815309918;-6.981246593168445;-4.180900414630234;0.3988839473284681;-0.3215918228134705;Enrolled
1;39;-1.7316968666316976;9254;1;-3.0781385481239893;-9.979339535238;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.65563125162115;-1.2761586253038824;-9.02093698692006;0;0;0;1;1;0;-2.991102447781802;0;-0.4236151106854453;-3.2399677443300408;-2.331654701367978;-1.5174797214083948;-2.452860060602798;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-3.8827037599115646;-2.346663410845464;-1.537775585608535;-2.1700353471812965;-0.4688016815309918;-0.7792059703314076;-4.180900414630234;0.3988839473284681;-0.3215918228134705;Enrolled
1;17;-1.7316968666316976;9147;1;-3.0781385481239893;-10.049773014556184;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.9617328231181288;-2.2931890513419546;-8.853126490688647;0;0;0;1;1;0;-3.1253769784824064;0;-0.4236151106854453;-3.472948849025565;-2.1977824904928296;-2.215237102542503;-3.0644493325567166;-0.4943525490553087;-8.243354352641777;-0.4303917461617935;-4.217947702357519;-2.5790395533062207;-2.143170048523941;-2.6219417161414573;-0.4688016815309918;-6.981246593168445;-4.896597121033111;-0.1743787505460719;0.0735312047229456;Enrolled
1;17;-1.7316968666316976;9254;1;-3.0781385481239893;-10.21411779963194;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-2.2678343946151074;-2.6321991933546456;-8.8950791147465;0;0;0;1;1;0;-3.1253769784824064;0;-0.4236151106854453;-3.472948849025565;-2.3985908068055526;-1.6337726182640795;-2.452860060602798;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-4.217947702357519;-2.346663410845464;-1.7799333707746974;-2.1477189834215062;-0.4688016815309918;-2.515777344725778;-4.180900414630234;0.3988839473284681;-0.3215918228134705;Enrolled
1;1;1.1116264745142534;9147;1;-3.0781385481239893;-10.079120297605428;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.615168767316573;-8.879285185689426;1;0;0;1;1;0;-3.041455396794529;0;-0.4236151106854453;-3.472948849025565;-2.3985908068055526;-1.7500655151197644;-2.3509285152771446;-0.4943525490553087;-1.4789900630042303;-0.4303917461617935;-4.217947702357519;-2.5790395533062207;-1.537775585608535;-2.0445058002479186;-0.4688016815309918;0.4612021542359994;-4.405432714678196;-1.2166745648634176;0.4060604853228998;Enrolled
1;43;-1.1630321984025074;9119;1;-3.0781385481239893;-10.243465082681183;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.954178909329264;-8.960722632389963;1;0;1;1;1;0;-3.1253769784824064;0;-0.4236151106854453;-3.472948849025565;-2.1977824904928296;-1.982651308831134;-2.5547916059284512;-0.4943525490553087;-4.861172207823003;-0.4303917461617935;-4.217947702357519;-2.2692046966918777;-2.143170048523941;-2.6219417161414573;-0.4688016815309918;-6.981246593168445;-3.787968889546303;-0.0701491691143375;-0.7832207064698774;Enrolled
1;15;-1.7316968666316976;9119;1;-3.0781385481239893;-10.155423233533456;22.887651307709195;-1.1375591012023838;-5.808301513046543;-1.3495296801241716;-3.310219477380027;-8.83831968219764;1;0;0;1;1;0;-3.1085926621448308;1;-0.4236151106854453;-3.472948849025565;-2.1977824904928296;-1.6337726182640795;-2.3509285152771446;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-4.217947702357519;-2.1142872683847065;-1.7799333707746974;-2.0675195505190374;-0.4688016815309918;-2.515777344725778;-4.012501189594263;-1.6857076813062235;0.1654657705358741;Enrolled
1;1;-1.7316968666316976;9085;1;-3.0781385481239893;-10.126075950484216;-0.4478770895114957;-2.8519141796797496;-5.808301513046543;-1.3495296801241716;-3.310219477380027;-8.851645809839546;1;0;0;1;0;0;-3.1085926621448308;0;-0.4236151106854453;-3.472948849025565;-2.331654701367978;-1.6337726182640795;-2.340735360744579;3.4756540847459183;0.2121010094051557;-0.4303917461617935;-4.217947702357519;-2.424122124999049;-1.537775585608535;-2.0445058002479186;-0.4688016815309918;0.4612021542359994;-4.180900414630234;0.3988839473284681;-0.3215918228134705;Enrolled
1;17;-1.1630321984025074;9853;1;-3.0781385481239893;-10.137227918042926;-0.4478770895114957;-1.1375591012023838;-3.701197167947771;-1.3495296801241716;-2.971209335367337;-8.98638776710771;1;0;0;1;0;0;-3.091808345807256;0;-0.4236151106854453;-3.0069866396345164;-1.9969741741801064;-1.5174797214083948;-2.4698486513205204;-0.4943525490553087;-0.995821185172978;-0.4303917461617935;-3.5474598174656107;-2.191745982538292;-1.7799333707746974;-2.077980346096819;-0.4688016815309918;-3.7916257014236825;-3.68973600827532;-1.3730189370110195;-0.1690195646558445;Enrolled
1;17;-1.1630321984025074;9147;1;-3.0781385481239893;-10.196509429802395;-0.4478770895114957;-2.8519141796797496;-1.5940928228489972;-2.2678343946151074;-1.954178909329264;-8.945422263615923;1;0;0;1;0;1;-3.1253769784824064;0;-0.4236151106854453;-3.472948849025565;-2.1977824904928296;-1.866358411975449;-2.4018942879399714;-0.4943525490553087;-3.170081135413618;-0.4303917461617935;-4.217947702357519;-2.1142872683847065;-1.7799333707746974;-2.1616667107190715;-0.4688016815309918;-2.515777344725778;-4.714164627244141;-0.7997562391364795;0.6975126194958008;Enrolled
1;43;-1.7316968666316976;9500;1;-3.0781385481239893;-10.155423233533456;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-2.2931890513419546;-9.02093698692006;0;0;0;1;0;0;-3.091808345807256;0;-0.4236151106854453;-3.0069866396345164;-2.0639102796176805;-1.5174797214083948;-2.472396939953662;-0.4943525490553087;-0.995821185172978;-0.4303917461617935;-3.5474598174656107;-2.424122124999049;-1.2956178004423726;-2.077980346096819;-0.4688016815309918;0.4612021542359994;-4.012501189594263;-1.6857076813062235;0.1654657705358741;Enrolled
1;17;-1.7316968666316976;9238;1;-3.0781385481239893;-10.014556274897092;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.954178909329264;-8.8215386325745;1;0;0;1;0;1;-3.091808345807256;0;-0.4236151106854453;-3.2399677443300408;-1.930038068742532;-1.982651308831134;-2.5547916059284512;-0.4943525490553087;-5.424869231959466;-0.4303917461617935;-3.8827037599115646;-2.0368285542311204;-1.658854478191616;-2.1721275062968526;-0.4688016815309918;-2.019614094898816;-4.896597121033111;-0.1743787505460719;0.0735312047229456;Enrolled
1;17;-1.7316968666316976;9147;1;-3.0781385481239893;-10.21411779963194;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-2.573935966112086;-2.971209335367337;-8.95479990899356;0;0;0;1;0;0;-3.091808345807256;0;-0.4236151106854453;-3.472948849025565;-2.0639102796176805;-1.866358411975449;-2.537803015210728;-0.4943525490553087;-3.170081135413618;-0.4303917461617935;-4.217947702357519;-2.191745982538292;-1.7799333707746974;-2.175614438016636;-0.4688016815309918;-2.515777344725778;-4.223000220889228;-1.268789355579285;0.3610712297123178;Enrolled
1;1;-1.7316968666316976;9853;1;-3.0781385481239893;-10.061511927775882;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-2.971209335367337;-8.797354178705854;1;0;0;1;0;1;-3.1253769784824064;0;-0.4236151106854453;-3.2399677443300408;-2.264718595930404;-1.6337726182640795;-2.4120874424725365;-0.4943525490553087;-1.1971415509359995;-0.4303917461617935;-3.8827037599115646;-2.424122124999049;-1.537775585608535;-2.0612430731723688;-0.4688016815309918;-0.7792059703314076;-4.643998283479154;-1.94628163488556;-0.5993515748440206;Enrolled
1;1;-1.1630321984025074;9500;1;-3.0781385481239893;-10.231726169461488;-0.4478770895114957;-1.1375591012023838;-3.701197167947771;-2.2678343946151074;-1.954178909329264;-8.961216192672998;0;0;0;1;0;1;-3.091808345807256;0;-0.4236151106854453;-3.0069866396345164;-2.1977824904928296;-1.6337726182640795;-2.3923127226793595;-0.4943525490553087;-2.203743379751111;-0.4303917461617935;-3.212215875019657;-2.2692046966918777;-1.2956178004423726;-2.0824635443211346;-0.4688016815309918;-0.4691039391895559;-4.405432714678196;-1.2166745648634176;0.4060604853228998;Enrolled
1;51;-1.7316968666316976;9147;1;-3.0781385481239893;-10.33737638843876;-0.4478770895114957;-4.566269258157115;-3.701197167947771;-2.573935966112086;-2.971209335367337;-9.022417667769158;1;0;1;0;0;0;-3.0582397131321044;0;-0.4236151106854453;-3.472948849025565;-2.264718595930404;-2.215237102542503;-3.0644493325567166;-0.4943525490553087;-8.243354352641777;-0.4303917461617935;-4.217947702357519;-2.424122124999049;-2.143170048523941;-2.6219417161414573;-0.4688016815309918;-6.981246593168445;-4.714164627244141;-0.7997562391364795;0.6975126194958008;Enrolled
1;17;-1.7316968666316976;9853;1;-3.0781385481239893;-10.10846758065467;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.65563125162115;-1.954178909329264;-8.899027597010768;1;0;0;1;0;0;-3.1253769784824064;0;-0.4236151106854453;-3.2399677443300408;-2.0639102796176805;-1.866358411975449;-2.435871469885075;-0.4943525490553087;-4.01562667161831;-0.4303917461617935;-3.8827037599115646;-2.191745982538292;-1.537775585608535;-2.16864057457707;-0.4688016815309918;-0.7792059703314076;-4.643998283479154;-1.94628163488556;-0.5993515748440206;Enrolled
3;39;-1.7316968666316976;9003;1;-3.0781385481239893;-9.920644969139518;-0.4478770895114957;-2.8519141796797496;-1.5940928228489972;-1.65563125162115;-1.954178909329264;-8.675444788796565;0;0;1;1;0;0;-2.638631804692717;0;-0.4236151106854453;-4.404873267807663;-2.7332713339934243;-2.215237102542503;-3.0644493325567166;-0.4943525490553087;-8.243354352641777;-0.4303917461617935;-3.8827037599115646;-2.966333124074149;-2.143170048523941;-2.6219417161414573;-0.4688016815309918;-6.981246593168445;-4.714164627244141;-0.7997562391364795;0.6975126194958008;Enrolled
1;39;-1.7316968666316976;9085;1;-3.0781385481239893;-10.155423233533456;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.954178909329264;-8.872868902009989;1;0;0;1;0;0;-2.9575338151066517;0;-0.4236151106854453;-3.472948849025565;-1.930038068742532;-1.7500655151197644;-2.4910843900999176;1.4906507678453047;-1.4789900630042303;-0.4303917461617935;-4.217947702357519;-2.1142872683847065;-1.658854478191616;-2.182588301874634;-0.4688016815309918;-1.027287595244889;-4.180900414630234;0.3988839473284681;-0.3215918228134705;Enrolled
1;1;-1.7316968666316976;9670;1;-3.0781385481239893;-10.149553776923607;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.615168767316573;-8.907418121822339;1;0;0;1;0;1;-3.1253769784824064;0;-0.4236151106854453;-3.472948849025565;-2.3985908068055526;-1.866358411975449;-2.4698486513205204;-0.4943525490553087;-3.170081135413618;-0.4303917461617935;-4.217947702357519;-2.501580839152634;-1.658854478191616;-2.057058754941256;-0.4688016815309918;-1.027287595244889;-4.896597121033111;-0.1743787505460719;0.0735312047229456;Enrolled
1;44;-1.7316968666316976;9991;0;-6.54278189566412;-10.096728667434972;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.954178909329264;-8.823512873706633;0;0;0;1;0;1;-2.991102447781802;0;-0.0467293327846987;-3.2399677443300408;-2.331654701367978;-1.5174797214083948;-2.418882878657694;-0.4943525490553087;0.2121010094051557;0.1539523643188277;-3.8827037599115646;-2.424122124999049;-1.416696693025454;-2.071006482238821;1.2001389291104665;0.4612021542359994;-4.643998283479154;-1.94628163488556;-0.5993515748440206;Enrolled
1;43;-1.7316968666316976;9238;1;-3.0781385481239893;-10.079120297605428;-0.4478770895114957;-2.8519141796797496;-1.5940928228489972;-1.9617328231181288;-1.615168767316573;-8.88964995163313;0;0;1;0;0;0;-3.07502402946968;0;0.5185993340664212;-2.3080433255479424;-1.59535754155466;-1.2848939276970257;-2.478342946934211;-0.4943525490553087;-1.4789900630042303;-0.4303917461617935;-3.8827037599115646;-2.0368285542311204;-1.658854478191616;-2.2035098930301973;-0.4688016815309918;-2.019614094898816;-4.643998283479154;-1.94628163488556;-0.5993515748440206;Enrolled
1;1;-1.7316968666316976;8014;0;-3.0781385481239893;-10.21411779963194;-0.4478770895114957;-2.8519141796797496;-1.5940928228489972;-1.65563125162115;-2.971209335367337;-8.908405242388406;0;0;0;1;0;0;-3.041455396794529;0;-0.4236151106854453;-3.2399677443300408;-1.930038068742532;-1.982651308831134;-2.5547916059284512;-0.4943525490553087;-5.424869231959466;-0.4303917461617935;-4.217947702357519;-2.0368285542311204;-2.02209115594086;-2.2035098930301973;-0.4688016815309918;-5.492756843687555;-4.643998283479154;-1.94628163488556;-0.5993515748440206;Enrolled
1;39;-1.7316968666316976;9500;1;-3.0781385481239893;-10.21411779963194;-0.4478770895114957;-2.8519141796797496;-5.808301513046543;-1.9617328231181288;-3.310219477380027;-8.991816930221079;0;0;0;1;0;0;-2.8400436007436225;0;-0.4236151106854453;-3.938911058416614;-2.5324630176807013;-1.866358411975449;-2.4622037854210967;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-4.888435587249426;-2.733956981613392;-1.7799333707746974;-2.1477189834215062;-0.4688016815309918;0.4612021542359994;-4.405432714678196;-1.2166745648634176;0.4060604853228998;Enrolled
1;39;-1.7316968666316976;9556;1;-10.007425243204253;-10.155423233533456;-0.4478770895114957;-2.8519141796797496;-3.701197167947771;-2.2678343946151074;-2.2931890513419546;-8.798834859554956;0;0;0;1;0;0;-3.0078867641193776;0;-0.4236151106854453;-3.0069866396345164;-2.1308463850552557;-1.5174797214083948;-2.4464893390199443;-0.4943525490553087;-0.995821185172978;-0.4303917461617935;-3.212215875019657;-2.2692046966918777;-1.1745389078592914;-2.0649043516245924;-0.4688016815309918;0.4612021542359994;-3.787968889546303;-0.0701491691143375;-0.7832207064698774;Enrolled
1;1;-0.5943675301733173;9500;1;-3.0781385481239893;-10.1847705165827;-0.4478770895114957;-4.566269258157115;-3.701197167947771;-2.2678343946151074;-2.6321991933546456;-8.925186292011547;1;0;0;1;0;0;-3.1085926621448308;0;-0.4236151106854453;-3.0069866396345164;-2.1308463850552557;-1.5174797214083948;-2.4288333392774164;-0.4943525490553087;-0.995821185172978;-0.4303917461617935;-3.5474598174656107;-2.346663410845464;-1.2956178004423726;-2.1423142389001755;-0.4688016815309918;0.4612021542359994;-4.223000220889228;-1.268789355579285;0.3610712297123178;Enrolled
1;1;-0.5943675301733173;9070;1;-3.0781385481239893;-10.1847705165827;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.615168767316573;-8.895572675029534;1;0;0;1;0;0;-3.1085926621448308;0;-0.4236151106854453;-3.2399677443300408;-2.331654701367978;-1.6337726182640795;-2.432473751537667;-0.4943525490553087;-1.1971415509359995;-0.4303917461617935;-3.8827037599115646;-2.501580839152634;-1.537775585608535;-2.1030862554834946;-0.4688016815309918;-0.7792059703314076;-4.643998283479154;-1.94628163488556;-0.5993515748440206;Enrolled
1;1;-1.7316968666316976;9773;1;-3.0781385481239893;-10.173031603363002;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.954178909329264;-8.906431001256271;1;0;0;1;0;0;-3.1253769784824064;0;-0.4236151106854453;-3.2399677443300408;-1.9969741741801064;-2.098944205686818;-2.5038258332656245;-0.4943525490553087;-6.834111792300622;-0.4303917461617935;-3.8827037599115646;-2.0368285542311204;-2.143170048523941;-2.6219417161414573;-0.4688016815309918;-6.981246593168445;-4.643998283479154;-1.94628163488556;-0.5993515748440206;Enrolled
1;17;-0.5943675301733173;9070;1;-3.0781385481239893;-10.237595626071336;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-1.615168767316573;-8.967632476352433;0;0;0;1;0;0;-3.1253769784824064;0;-0.4236151106854453;-3.2399677443300408;-2.3985908068055526;-1.5174797214083948;-2.461354356216488;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-3.8827037599115646;-2.501580839152634;-1.416696693025454;-2.098901937252382;-0.4688016815309918;0.4612021542359994;-4.896597121033111;-0.1743787505460719;0.0735312047229456;Enrolled
1;1;-1.7316968666316976;9500;1;-3.0781385481239893;-10.079120297605428;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.9617328231181288;-1.954178909329264;-8.812160987196862;0;0;0;1;0;1;-3.1253769784824064;0;-0.4236151106854453;-3.0069866396345164;-2.331654701367978;-1.4011868245527102;-2.361267286157416;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-3.212215875019657;-2.346663410845464;-1.1745389078592914;-2.0455518798056964;-0.4688016815309918;0.4612021542359994;-4.223000220889228;-1.268789355579285;0.3610712297123178;Enrolled
1;17;-1.7316968666316976;9070;1;-3.0781385481239893;-10.196509429802395;-0.4478770895114957;-4.566269258157115;-1.5940928228489972;-2.880037537609065;-1.615168767316573;-8.952332107578393;0;0;0;1;0;0;-3.1253769784824064;0;-0.4236151106854453;-3.2399677443300408;-2.264718595930404;-1.5174797214083948;-2.4273771742713843;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-3.8827037599115646;-2.501580839152634;-1.416696693025454;-2.1058758011103804;-0.4688016815309918;0.4612021542359994;-3.787968889546303;-0.0701491691143375;-0.7832207064698774;Enrolled
1;44;-1.7316968666316976;9003;1;-6.54278189566412;-10.096728667434972;-0.4478770895114957;-1.1375591012023838;-1.5940928228489972;-1.3495296801241716;-2.6321991933546456;-8.823512873706633;0;0;0;1;0;0;-3.024671080456953;0;-0.4236151106854453;-3.2399677443300408;-2.1308463850552557;-1.5174797214083948;-2.481983359194462;-0.4943525490553087;0.2121010094051557;-0.4303917461617935;-3.8827037599115646;-2.0368285542311204;-1.537775585608535;-2.077980346096819;-0.4688016815309918;-0.7792059703314076;-4.223000220889228;-1.268789355579285;0.3610712297123178;Enrolled
1;1;-1.7316968666316976;9670;1;-3.0781385481239893;-10.21998725624179;-0.4478770895114957;-2.8519141796797496;-1.5940928228489972;-2.2678343946151074;-1.2761586253038824;-8.944435143049857;1;0;0;1;0;0;-3.1085926621448308;0;-0.4236151106854453;-3.2399677443300408;-2.264718595930404;-1.7500655151197644;-2.5038258332656245;-0.4943525490553087;-2.606384111277156;-0.4303917461617935;-3.8827037599115646;-2.2692046966918777;-1.658854478191616;-2.1616667107190715;-0.4688016815309918;-2.019614094898816;-4.447532520937188;-0.7997562391364795;0.3512909567534956;Enrolled
